"","region","5HT1a","5HT1b","5HT2a","5HT4","5HT6","5HTT","A4B2","CB1","D1","D2","DAT","GABAa-bz","H3","M1","mGluR5","MOR","NET","NMDA","VAChT"
"199",199,1.15322186302202,-1.55906673421232,-0.310602066903374,-0.314254654630381,0.521312580733765,0.0434677169481558,-0.846860485095634,0.197676671852314,-0.377362295777096,0.07144908167222,-0.452310504612441,-1.19211207648785,0.069367955204799,0.212205094715706,0.221733067954051,0.0514602814868406,-0.969863609220936,-0.73523870100936,-0.240397666896265
"200",200,1.3928578392858,-1.56401733973551,-0.255754694651482,-0.369069933783966,0.393901372183364,0.0410884963060404,-0.432661061646677,0.163979636737698,-0.0154989448744484,0.102885134639108,-0.0624505411761427,-1.21335044044273,0.0282750691973667,0.447573898411097,0.389732826522747,0.176563328124826,-0.851113667555995,0.00506184191007212,-0.110628992590743
"201",201,1.4983029655791,-0.728645492773549,0.864560530813322,0.687816625829705,-0.545716809287233,-0.0775144472825159,-1.20593821799912,-0.426806452602847,0.135254369274375,-0.0082031373288685,-0.122251243877296,-0.0242674099802708,-0.940992974040388,0.103875553556144,-0.0419502578322944,0.476412604968393,0.132650854942251,0.202283431089033,-0.345525014646359
"202",202,1.6262531380688,-0.654288064257355,0.805713563412664,0.65756397975787,0.0425853910619292,0.0255945740798916,-0.820068844055396,-0.764892970427354,0.456710536128966,0.03748956385721,0.0141155037465514,0.0172370822447518,-0.763843390041094,0.582218905535273,-0.302044282890741,0.488485850089019,0.0282577599918987,-0.251408843954562,-0.360463720312276
"203",203,2.00482541487795,-2.03667195133212,-0.518323704658973,-1.16655826743505,1.04558983873251,-0.447406328881248,-0.486517009871033,0.186569416459299,0.0666586505576184,0.268596328836737,0.34162718561097,0.398824155649567,-0.364619611839843,0.221856960394299,-0.137908805857492,0.369957709040842,1.14001193080151,-0.603601530237083,-0.216753055685209
"204",204,2.01878140832915,-1.58706862744455,0.355713895676961,-0.125259621656021,0.55419576637152,0.221395083747792,-0.557098669152829,-0.0909750418230253,0.225560132855799,0.226158754735974,0.254230770440897,0.258518964397322,-0.504640141282502,0.507910243256407,0.21233499093994,0.483748776654698,0.237227868528849,0.376057949717481,-0.179756531146731
"205",205,0.952182966378325,-1.89190367000298,-0.607732483824406,0.217614711385463,-1.62398103251824,0.308839977683145,-1.79420806037541,-1.62276599237488,-0.60251521764435,-0.229037083603294,-0.340022264342825,-1.75748510676498,-1.03280600377345,-0.649428309404419,-0.980312554903575,-0.034228432014209,-0.588008038220484,-1.23716485244285,-0.555457420462694
"206",206,1.22320080329074,-1.83563065328105,-0.373050564427075,0.305536471934747,-1.01577117689577,0.408986493545945,-1.67001726524582,-1.05610061969981,-0.477952537103834,-0.0607883625411113,-0.130373440183774,-1.39486236233783,-1.11940647077595,-0.327143879992241,-0.672400179783615,0.183276371885743,-0.358718406345565,-0.727677751181592,-0.46500261572888
"207",207,0.748180075678496,0.936506338029141,0.859621131388677,-0.0327503382185108,1.11638366380614,-0.176177405406651,0.405959630298029,1.2076798435766,0.439607385888376,-0.261128356021618,-0.1840351283643,0.3780788313228,1.23393887179535,0.7633256703889,1.25431392380641,0.991516485120941,0.192679380248202,0.365663911451671,-0.177483947813655
"208",208,0.725638541924283,0.646825552298993,0.520402357708712,-0.349225588565947,1.02510828745605,-0.340111628748214,0.479295399593144,1.14066012507294,0.554005992191579,-0.2051924922344,-0.0397144424885,-0.939652637560524,1.25790709340871,0.722005606177824,1.24105798679499,1.03296354332441,-0.0882500874575025,0.670013906662549,-0.164777596497172
"209",209,0.485892056987792,0.754742336063918,0.642106310554602,-0.0361468204771784,0.746804515939932,-0.393219895919211,0.307308590103488,0.91676354719321,0.0965346796597361,-0.368740968257848,-0.666616087869982,0.293087769556657,0.861036746920627,0.450147943249867,0.71985923355972,0.67928404194761,-0.162693590451529,0.0359975745643291,-0.306923829874218
"210",210,0.543030009697341,1.06922123736573,0.863038884513668,0.107361021392333,0.174911646430901,-0.395784831330308,-0.00285271236718524,0.717015570051921,0.0830060360937633,-0.352083222105763,-0.666429735724974,0.610847986085253,0.696373622633223,0.387402201595742,0.637229623592875,0.721254003868064,-0.622457986407536,0.157384082467008,-0.285178436811404
"211",211,0.223710495530653,1.0924027265052,0.756108383803187,-0.015275098874588,0.945887359278974,-0.472148817063548,0.442577881773379,0.915678349997193,0.011252449257834,-0.305258748193149,-0.420198745121974,0.713494756994581,0.853915981360389,0.266809289707059,0.617038331303372,0.721649652929036,-0.175829849798257,0.34242758205292,-0.187532799029539
"212",212,0.177085554761184,1.07625245989731,0.777358826447978,0.0687185925945184,0.944633449649921,-0.462490858478522,0.444313209396363,0.973314899596229,0.0248265325889777,-0.286868816199925,-0.37323765788298,0.939603766874321,0.9573578200162,0.441525861357693,0.744821938800723,0.760878096384122,-0.273593282058871,0.896508175759059,-0.123363617045245
"213",213,0.876441516779267,0.407618492920011,0.827982868899342,-0.231117129085003,1.05572771395967,-0.10506859284927,0.259252158319743,1.34574721427033,0.744053576031826,-0.231652775686481,0.0841250124768862,-0.176389279049838,1.08440778507481,0.632691731371822,1.37137284950125,0.903176433412068,0.130435521602223,0.613094511164742,-0.0985890765574782
"214",214,1.04352144144538,0.281865334366903,0.49605224777257,-0.423015573159415,1.05848140974634,-0.228542964582678,0.389465851833949,1.25825687505122,0.875830592885697,-0.181370273025543,0.208772681610234,-0.701796542798461,1.18427270731443,0.925023469109643,1.37747337832147,0.999970478803037,-0.182195184195195,1.06056855714834,-0.092000635523653
"215",215,0.587547582101986,0.858517306124031,0.696421545541499,0.0451310907619585,-1.65265277434042,-0.2507492804397,-0.835068593298405,-0.0618893337507363,0.201265985389878,-0.567849483493753,-0.909951651511467,0.737577160200998,-0.0213496186597914,-0.0969068534958749,-0.33283043289835,0.490586958356595,-0.920758063556682,-1.67639504649675,-0.578861477411417
"216",216,0.597716814558417,1.00971186809099,0.867024389727262,0.30633578261692,-1.34748167391592,-0.204404563697888,-0.745204029048371,-0.09655568977233,0.326217571435573,-0.492152179580271,-0.890535850322356,0.341629842141215,-0.151451253740164,-0.138799493967517,-0.171557023465464,0.477929704320235,-1.01779911039223,-1.24403624557518,-0.445942945176151
"217",217,1.03591353951783,0.678639211976187,1.10321084643072,-0.29626422275204,0.926347173586096,-0.148045972129707,0.23685486990972,1.67192231971726,0.95250186657365,-0.232400242409348,-0.0857662009889819,-0.973167916427558,0.715524765795387,0.807077288276286,1.36626691276084,0.78428465350036,0.0930263998330064,0.59977536025551,-0.114960865774513
"218",218,1.31226696093908,0.74157032423286,1.17436592360343,-0.0835848539171381,0.960404981844324,-0.117757648560703,0.437064738699267,1.60518738451212,1.11214433244308,-0.158368346901644,0.103176795208243,-0.336586763908804,0.867120111176767,1.17780574198496,1.52795963949829,0.963871814005858,-0.482780172256625,1.28590246168846,-0.0852834955545144
"219",219,1.50902224500451,-0.322814290574041,0.607612933333794,-0.146702034350008,0.13311257373001,0.325254740195051,-0.0750479370853377,0.92804409375638,1.00337936937652,-0.0117854095701725,0.982559309815799,0.197179030266743,1.34168246029257,0.61142277739819,1.34122987080818,0.94979266073932,-1.11855777686842,0.81429006209756,0.073097998215846
"220",220,1.63798516131095,-0.160453622825328,0.777045897354043,0.219349178370137,0.0598296095238535,0.413579546833702,-0.0352647510844362,0.850562955127773,0.962489295902182,-0.00736014629466397,0.938017556612585,0.713308736660088,0.979950607217167,0.716414097542367,1.18844629498103,0.945666160212035,-0.907794669183001,1.23909137487634,0.0849848965209847
"221",221,0.0165296174711964,1.11544045975418,0.577109113017694,-0.0780223676719016,0.659516114592352,-0.372758644316941,0.641854727416264,0.591663140251539,0.0921162406161457,-0.284585425162406,-0.085083826646474,0.381711598481794,0.69407666312827,0.108217605213383,0.709114807906498,0.681857953282583,0.642234744030197,0.797378592556011,-0.00125312240002391
"222",222,0.110682998349331,1.09821774793385,0.720648725951774,0.063495094072921,0.799341642958671,-0.349354868024949,0.568691473892733,0.914836240442604,-0.0122203684221301,-0.271926995057755,-0.190454857633599,1.14822176184503,1.11966260589055,0.288911780215247,0.758408246897987,0.699278679360677,0.560407525962454,0.904122184491357,-0.0291177331060066
"223",223,-0.194317260255375,0.65657098374062,0.220501597922953,-0.17352893382297,-0.471829113959464,-0.658447930578424,-0.382571977114658,0.080811463361107,-0.516339422334461,-0.550769549932984,-1.44458521709204,0.249346722523706,-0.0846506483290134,-0.234003368368927,-0.212423766740198,0.278968971699139,-0.198447020811082,-0.996160474626532,-0.425767428912871
"224",224,-0.204121632618542,0.484257909766198,0.141606111182204,-0.16460511927411,-0.368629907024383,-0.639835857177475,-0.236552145737392,0.0542116349106523,-0.472463979910233,-0.543150369154181,-1.40429123143322,0.333287592762505,0.221465051706915,-0.299836869524189,-0.279355595105046,0.246473758606715,-0.243903023831229,-0.890287762143271,-0.393120030106396
"225",225,-0.169676835824274,0.714957906191024,0.163903217142662,-0.131377561718435,-0.412926076038693,-0.53211199776029,-0.316385904029009,0.000946929801782548,-0.564206100105553,-0.518400069689894,-1.31574408476262,0.361986470271604,0.320918859769333,-0.334331375868967,-0.346123110047035,0.19193474652941,0.155630331842255,-0.837480296010967,-0.259842160824207
"226",226,-0.130436704695926,0.667972045338519,0.0155752975885929,-0.158276244720453,-0.22068042633873,-0.532296829164942,-0.199293659861093,-0.00443580888199558,-0.575868765509251,-0.52940409293481,-1.49979581570434,-0.282399994268192,0.290195905016624,-0.0554797902597147,-0.394556882823555,0.141695970141177,0.00705083803625756,-0.61548619992245,-0.295633336558923
"227",227,0.384660486196109,1.14378990337367,0.493868847161921,-0.0552109549453442,0.755075293489933,0.0646679285768516,0.652151684522761,0.66148088595638,0.399215982527769,-0.141681835494925,0.282506615400997,0.136363175760368,1.27983360731204,0.422221926228067,1.31610503906358,1.19020540757907,0.576538087035558,0.703951119707081,0.284511698296141
"228",228,0.305592829326836,0.727302585103976,0.35291316081855,-0.232377631476273,0.893894050006512,-0.0838790035242247,0.70269133153729,0.858524065149165,0.333602556947306,-0.142703462480021,0.277341931669747,-0.53508854883052,1.72246758615275,0.497518499060391,1.46733629385865,1.23938461156042,0.0807070023335365,0.926729590279178,0.232780746627173
"229",229,0.211013289492488,0.937224710341612,0.327421697894681,-0.307794162976937,0.575764440830496,-0.130627674839245,0.72474101650129,0.528570721440486,0.188733015170202,-0.215834255041745,0.150661928029104,-0.299118722104307,1.13133239208505,0.25179104465437,1.01148230990665,0.945975110657333,0.903956521518061,0.633876262634168,0.273991653836679
"230",230,0.135422819862696,0.704631310025176,0.204390734913472,-0.293355237996257,0.501622258068615,-0.230601997123567,0.547182574004622,0.660856258804199,0.00313634214637404,-0.270916188290218,-0.185379431498293,-0.641018774898542,1.30484107425754,0.176501265079173,0.788434620195374,0.787252497425775,0.593444652974978,0.414627961034045,0.109267399588594
"231",231,0.108691431484435,0.597441061251105,-0.00186563533151722,-0.32944419775125,0.301790461938866,-0.104910839117348,0.577769616789708,0.36773177296064,0.0314672818831984,-0.269402043303907,-0.0239065961285621,-0.420604639830172,0.909185131695078,0.1494663449771,0.766664829817029,0.750559274087185,0.847320248073389,0.472713098121682,0.409098681438111
"232",232,0.0235991445984399,0.454094380458313,-0.0426669778107419,-0.301299810767183,0.220727392009875,-0.176078618735226,0.42908917013543,0.526938206821941,-0.0764538258402559,-0.311337137445797,-0.31580725687054,-0.311404399288376,0.851794694929569,0.0221879382153782,0.508245738951997,0.634724410952237,0.809250139895649,0.15552180989949,0.206591506197728
"233",233,-0.0702935366477201,0.306164255092774,-0.31280130117696,-0.407141559364325,-0.144227429055957,-0.194254108370511,0.211589459606273,0.209053339725933,-0.233159743648093,-0.397256399623782,-0.45267698042647,-0.323312277254307,0.49358809188905,-0.0373133413789451,0.271247687151654,0.397655007595736,1.23133348609686,-0.120788554412693,0.27993766931009
"234",234,-0.0860434974590076,0.307496698745003,-0.249410635146282,-0.341527317293081,0.0185868248672772,-0.179552855698781,0.34509438505198,0.435546148388808,-0.170375597466364,-0.352153348764689,-0.44354120028143,-0.41050899105312,0.663973486114365,-0.0712440724891242,0.235529959103219,0.408972622315488,0.675713290361107,0.04748442401885,0.192675613006037
"235",235,0.115047663371194,0.186716247303908,-0.261252967736379,-0.536716638601675,0.108374342427063,-0.0081772912947082,0.50509453660515,0.246978273600557,0.259437056043325,-0.2807320276274,0.346575815095052,-1.24500595243991,0.837550929245707,0.411389980247533,0.93533052203343,0.398966048604978,0.718665387491726,0.549583956097433,0.612731771901537
"236",236,0.0189125270108597,0.0659724978622734,-0.256282293610907,-0.411778419847139,0.0132391982542798,0.010760859575415,0.493530840564822,0.436154287324398,0.432491933854301,-0.248542513722438,0.314169661534838,-0.922722182433667,0.693364545723748,0.0190080215397235,0.995464403813902,0.521909489627965,0.212285077487135,0.213069629296788,0.533620335803743
"237",237,0.100285247553352,-0.0992559141042385,0.0162198523587932,-0.275548069685198,0.386282937059739,-0.271240040594895,0.335779705881666,0.221772575201369,0.266073269444587,-0.278663499967645,0.164277395142463,-0.780372014902794,0.192807477766599,0.403327322196562,0.842429279214144,0.184695952303388,-0.0487767798534846,0.703737638376825,0.104449940435179
"238",238,-0.0945301849081703,-0.136065832978314,-0.102115473594638,-0.392468078084503,0.230352202930535,-0.350483880950933,0.302197366863043,0.398648729234914,0.364586386434997,-0.264194558354953,0.177856314671629,-0.600072198422749,0.187709226472577,0.102651138824846,0.763179912453331,0.231571594929152,0.335610440178422,0.296181001147868,0.0543158428322019
"239",239,-0.199493277700517,-0.407455986655206,-0.483113245322425,-0.603949902209514,-0.0128025472659129,-0.362475664395836,-0.174402049209356,0.212371696228029,-0.410680862192683,-0.385965975996417,-0.484303237405569,-0.86298984472009,0.0658570885135616,0.252905799528028,0.108730534028108,-0.331547302042455,0.157345701255974,-0.17591326268442,-0.159067271977583
"240",240,-0.172803805735531,-0.488470902997869,-0.409580715409254,-0.522569997428932,0.0504898823810084,-0.389055490223112,-0.0195689055752107,0.250309183854454,-0.456154924488763,-0.361641725703082,-0.425810525431568,-0.920668976208579,0.037062257665925,0.207944805850047,0.0371208441459288,-0.361393917272971,0.776094985474473,-0.212376155877407,-0.245856533401743
