"","region","5HT1a","5HT1b","5HT2a","5HT4","5HT6","5HTT","A4B2","CB1","D1","D2","DAT","GABAa.bz","H3","M1","mGluR5","MOR","NET","NMDA","VAChT"
"1",1,-0.491654449811342,-0.62024967455918,-0.531927835794401,-0.636325720755914,0.718316685478239,-0.217890947362296,0.297599483375385,0.469880485147084,-0.165297404941292,0.0318061826291879,0.0431486093323601,-0.734760548959072,0.211181660734115,0.335994541154596,0.168205389694416,-0.123852871745214,0.092242383238388,0.75393900185772,0.0437148268566371
"2",3,-0.0566773872713863,-0.084326879575746,-0.079327506642498,0.0529278127575785,0.108681647956607,0.012003717580336,0.102594242470805,0.036386840472315,-0.124075929548429,-0.04278736469751,-0.10552524550151,0.130202436171224,0.015587583429559,0.102540735815533,-0.161864735681579,-0.061601309838859,-0.028357483734323,-0.129250848278177,-0.010218204699133
"3",5,-0.07758867972375,0.488059527425993,0.544434213036152,0.433459065491817,-0.710773777935372,0.125792323904263,-0.745193690967964,-0.365994782062618,-0.181564486779732,-0.0927109634883391,-0.24562943157647,-0.176413426977586,-0.342744664207752,-0.585106098367738,-0.345032625341305,0.013694863925845,0.544044824588896,-0.898196924366205,-0.142084621223251
"4",9,-0.00410936443698906,0.0403631549391901,-0.094690380808557,0.0536246264761126,-0.143650680826678,0.02908721765851,-0.232365578077397,-0.23727361320559,-0.077342768644421,-0.022863599954933,-0.046192544539598,0.024146179951178,-0.353974758668052,-0.285564283543652,-0.158115091281416,-0.0240596478557721,0.0787259307442916,0.038399824521845,-0.019245302855154
"5",11,-0.00425923307918796,0.248699987383689,0.147916583966294,0.172227006020592,0.220901387218652,0.073326933131138,-0.043791506055077,0.0186222638254601,-0.0898802876382762,0.030014949509175,0.00185367970980199,0.555292607101701,-0.215305784398941,-0.201766750909499,-0.033364071751792,-0.02172097985636,0.226857581679013,-0.011748281836734,-0.01730962236768
"6",13,-0.0963239257184793,-0.0685925893917839,-0.063907379710015,-0.08255581921074,0.525514909992697,-0.0148493122265669,0.133887431352354,0.0667069804026971,-0.154802580055964,0.042533533024424,0.228538210559968,-0.24320420546847,-0.152539419447726,-0.0862276435465654,0.016931143337465,-0.134063297842128,0.301885084623094,0.501171570038543,0.094085776499594
"7",15,-0.231253068758767,-0.286331694826822,-0.269206404622944,-0.093620159430722,-0.31323939850855,-0.048708390000276,-0.410513358563898,-0.289563737915203,-0.327945126180431,-0.071461085444009,-0.249686681470558,-0.016583397849998,-0.27353010455625,-0.361316845382573,-0.336229773516103,-0.219430296402722,-0.453556359713699,-0.48609612316466,-0.066894862868205
"8",17,-0.089271978843662,0.057182531576054,0.063555814741796,0.094685006476307,0.00889089320189081,0.00152795946405504,-0.130835144276974,-0.256321773583742,-0.250806926583768,-0.00054580556793099,0.00971346958047092,0.196220073863659,-0.152231735398319,-0.167321214098067,0.0839367041766476,-0.128419624257021,-0.01338025056907,-0.018164074290241,-0.032973634660085
"9",19,-0.073591721849108,-0.19299452609293,-0.0715659471804191,-0.069692274675684,0.61844022085268,-0.017250826970211,0.173078739990508,0.2714300997657,-0.2216898760747,0.048516648245024,0.092432454352268,-0.547843681949564,-0.036275351162446,-0.097524382067447,0.210779151227061,0.060010513956066,0.027864063358091,0.174734724548086,0.093845583721733
"10",21,-0.017354687638984,0.30026060492719,0.14134910972294,0.204770620155163,0.03741417221927,0.073830582990432,-0.142450984399281,0.01655107345651,-0.25850601332248,-0.019703464818592,-0.01989406072856,1.01288051027178,-0.141277787333053,-0.16403816625429,0.060793161145231,-0.010737031176719,0.158489541139706,0.07531891584416,0.072190498296169
"11",23,-0.17535335216699,0.214198152952228,0.089337803156209,0.106380285590188,0.265672907877269,0.022330668101038,0.209342982438113,-0.23169881293413,-0.142484482719727,-0.00441474934379799,-0.140855429658402,-0.987841777171696,0.027972298267229,0.032022425682048,-0.16852350823447,0.0474939381503779,1.14524083869543,-0.565490851436818,-0.11964067547632
"12",25,-0.134656690980864,-0.049234911396141,-0.189509970753137,-0.115174889012052,0.659438936880758,-0.040869503955525,0.12492140600056,-0.00688049563910997,-0.239095757762738,0.026456402848733,0.0302621836705891,0.268221217712629,0.348120092913732,0.0394143238321499,-0.04878426643057,-0.050118637779897,0.297933922649234,0.283909646096906,0.040988529441273
"13",27,0.000888540564942775,0.134434431879001,0.085426535464083,0.004622561558562,0.816320541920287,0.017260604514672,0.436622563311082,0.297656374171344,-0.151248623225497,0.097760903167767,0.124961664441796,0.301241819329653,0.404245434321692,0.412537121740111,-0.033703770808719,0.077222580868902,0.252722345356283,0.129018172675731,0.046318210349068
"14",29,-0.110855469792376,-0.0892026341586101,0.070530653036873,-0.0234892460137691,0.614071859301574,-0.012908748577802,0.241164795272095,0.37478644051271,-0.162299380816807,0.070118877096713,0.100248789003972,1.2281679636836,0.015111577360988,0.00452875843672995,0.298601311862782,0.093996446255569,0.155943386887018,0.768074316040147,0.128663406223589
"15",31,-0.0628171726807266,0.068036793008644,-0.041443153275251,-0.026483740664176,0.108785596844918,-0.023860103189709,-0.083510168158727,-0.0119007475435789,-0.247563130911313,0.014536073203031,0.0658366614651198,0.158447986714292,-0.29062855253017,-0.304587814543238,-0.025462726695185,0.030156033935135,0.181140753089168,0.14645071603403,0.049135316161756
"16",33,0.032220771990188,-0.0375823381854798,0.244677203620519,0.11296387883887,-0.012555422675627,0.053273384227286,-0.045395109095835,0.214801865798821,-0.205576900732272,-0.00102317002630603,-0.064836591964226,-0.249000269747607,-0.290420291475173,-0.159202718430954,-0.066911108312609,-0.00310660278924299,0.197823751790141,0.2261236482034,0.111471002695738
"17",37,-0.107380433032217,0.34442284458449,-0.0245170333536999,0.13455237014116,-0.14236591798849,-0.012014781653566,-0.315081081756342,-0.107122254220396,-0.024083269217787,-0.043219594794035,-0.114499632053435,-0.04299132099845,-0.545049480575139,-0.319145606894923,0.210524571826061,-0.089908853372802,-0.316648690642785,0.626630187069129,0.035339714938602
"18",39,-0.279017292518121,-0.03218871394344,-0.0987296502398669,0.0519914570415317,-0.452942958382184,0.00207672261491598,-0.435009062173016,-0.22932828981338,-0.240167678219392,-0.084870554089131,-0.179381332502641,-0.489983291290111,-0.487219681825397,-0.5484959602029,-0.192687257577848,-0.11451772730166,-0.622489727113159,0.024218104839414,-0.009257931440877
"19",41,-0.059132398150391,-0.36372204932887,0.100031393202515,0.219963645524722,-0.728077556231935,0.00131125425775999,-0.558481741971621,-0.374882454987867,-0.100228698694024,-0.089648704953074,-0.157804708913488,-0.00735033881274599,-0.442830194580651,-0.64740098609457,-0.260185868784408,-0.162371676498558,-0.19699565706816,-0.133666484475509,0.065441397666423
"20",45,-0.068200118102744,-0.195013016952553,-0.344779716087506,-0.339091449741309,-0.0997179396880805,-0.134554919511393,-0.204665116028499,0.070794110255369,0.043091124554526,-0.00245612068477497,0.0730743898843012,-0.775990034544729,-0.277007723060049,-0.299985320095446,0.242029331975038,0.0580881330452859,-0.359866523460913,0.626711857185578,0.00863130957004901
"21",47,0.101121876960319,0.739117966390291,0.391060610195632,0.40185625691959,0.0588781093195629,0.065133820925644,0.00183946851088701,0.339988962757353,0.064742468967658,0.017051434290539,-0.156962728235967,0.23833521414209,0.026740254580493,0.012438294649593,0.183488848809125,0.083021542366348,-0.189447054026517,0.09442905734806,-0.0864708269732474
"22",51,-0.090707341093537,0.31145531137836,0.095020061377595,0.285692230122926,0.093625274997415,0.103472579649623,-0.114928940873437,0.0259106808296199,-0.584015109127017,0.01100132468191,-0.0404115393738873,0.740063367158376,-0.089658692063166,-0.163437824358989,-0.137285765242486,0.070676533691226,0.157532636502418,0.119611277333376,-0.0277003611373184
"23",53,-0.020221100196614,0.424568750021139,-0.031828056953121,0.12395499887918,0.101922998376699,0.032805943998266,-0.215149180650509,-0.105365104060487,-0.085936333839933,0.00525105286473104,-0.086279969033281,-0.159774146861343,-0.0610281036181394,-0.17509668466535,0.072519752730723,0.0284515910129019,0.464930552965392,-0.20733869067038,-0.0123168500893128
"24",55,-0.287076095623398,0.119192678350128,-0.107870308960721,0.300900466413033,-0.498368216742287,0.083756875988249,-0.543977209113259,-0.770502683858038,-0.52184508831439,-0.124276096076297,-0.312143939271239,0.608904519656387,-0.72160583628371,-0.737367102820173,-0.363021443872412,-0.350129536911514,1.18232816040453,-0.804093097148227,-0.089360187210719
"25",57,-0.01458778195803,-0.047908857242591,-0.251335607698642,0.047285570686749,-0.0944044940769759,-0.00316325511129401,-0.414981781542358,-0.110846789311938,-0.230708159233809,-0.051242045411004,-0.106193354276772,-0.220927013617522,-0.242464431999876,-0.424457507976248,-0.133385170561666,-0.0211002135934705,0.179741233893169,-0.248607255750601,-0.108356502760815
"26",59,0.171081823298363,0.1989682875491,-0.082321353639893,0.234169385931932,0.420055562020486,0.09002254604918,0.387814923996054,0.386453336378376,-0.378647669198514,0.031457279268993,0.116271850868447,0.722813946490263,-0.080935131565215,0.184584474504413,-0.020278521359816,0.057941430549511,0.337689960253217,0.42263349159824,-0.021215359280043
"27",61,-0.094239333705633,-0.176520109564303,-0.367167274651155,-0.095910024728411,-0.285476078169025,-0.0692411032747969,-0.385182226973572,-0.209470265196617,-0.101615815613066,-0.058844656274936,-0.173880238883162,0.538457443029871,-0.342270627742941,-0.251552766661944,-0.245054720774852,-0.090988369008531,-0.22340762775002,-0.13659167167457,-0.011304705896323
"28",63,-0.00131073037169299,-0.122544780056347,0.014692991776355,-0.109675394023399,-0.092826747953412,0.025234795990632,-0.0306813164081629,0.13787859619487,-0.256400940346138,0.00549608335014801,0.050700773676886,0.242940075174027,-0.302133092722793,-0.0465692543619538,-0.0516540461730487,0.028746238170841,0.192438076832022,0.372724007825355,0.0138486265652878
"29",65,-0.00296113552384702,0.08686823351993,-0.00774572817068309,0.052686707257102,-0.20471511460303,0.0321927250631571,-0.46455850123655,0.014602930262669,-0.267465547168264,-0.031969377627239,-0.084903473660537,0.176951680407897,-0.353871662289354,-0.305532106564533,-0.135607164845366,0.012797007969661,0.184533000956341,0.093671799206044,-0.0194468450801859
"30",67,-0.063595535511522,-0.204680042454326,-0.090906538760548,-0.00744950999027305,-0.780984806992584,0.027675660371051,-0.914036197304565,-0.407364139442221,-0.370789951414298,-0.101190571275193,-0.377397360872275,-0.208880262153291,-0.844648301604807,-0.717375914368144,-0.430080114864604,-0.117728194037327,-0.513417212678961,-0.761917641563268,-0.201953865983315
"31",69,-0.050323713254253,0.155022214388086,-0.0405416908527998,-0.039202871632938,-0.048277741145194,-0.00485285131288105,-0.285306490218333,-0.179866198321673,-0.124450692059393,-0.014579032260776,-0.148228474578447,0.067470413106681,-0.239321287397184,0.086549988426472,0.0359511599279591,0.00278898439823894,-0.037799212986065,-0.066865755977737,-0.0616531145518249
"32",71,0.110074979706473,0.024554981975846,-0.082949205873618,-0.113529487112024,-0.087090775465953,0.026328865030537,0.040206719390047,0.152710768081956,-0.335637525607359,-0.017521845580724,0.078594840166857,0.269537532121366,-0.388238143786141,-0.053022743281296,-0.164646945874561,-0.125908204559201,-0.4023894400924,-0.01227860423615,-0.056235428764972
"33",73,0.03931318996334,0.17388144723111,-0.031555757742543,-0.063128436647241,-0.564116244935074,0.075358142903032,-0.674105583116472,-0.216589205248763,-0.446719236311032,-0.062196536742309,-0.241164674126722,0.302042239611891,-0.568507691126808,-0.420008673605458,-0.337844140839356,-0.124002250324975,-0.055190636087348,-0.637058975958068,-0.097141089723801
"34",75,-0.113218882820318,-0.266783406536713,-0.63816766066692,-0.183390820883332,0.300135903817407,-0.0555778563276019,0.031671166598908,-0.00775477634548294,-0.412380451712141,0.016074396269873,0.035000776240085,-0.751042362131239,0.047596270330608,0.142504491728184,-0.164441849030672,-0.205858446905072,-0.065555362191571,-0.418441710884512,0.002902725994261
"35",77,-0.094532610852074,0.028211329120387,-0.070071577040815,0.246206386560321,0.116094970869228,0.031631238895634,-0.125122867300409,0.029625750120628,0.108252377550067,0.037752327619403,0.18915772278296,0.340416355167081,0.036084571743007,-0.179585511128539,0.208257411959743,-0.072393280540146,0.350454485684936,0.441020670403573,0.131232499138939
"36",79,0.117094827960424,0.432302914438869,0.188382175023475,0.219492514415121,-0.201896055113033,0.077260550256417,-0.362484298527549,-0.091877846728172,0.0314489551971719,-0.015497625704958,-0.0547377810699099,-0.258300621987194,-0.282993691432546,-0.273169220341325,0.174237425415071,0.096763309111844,0.355652723425339,0.139819068609361,-0.015652572639853
"37",81,-0.103605572381446,-0.404192057676955,-0.482004766584158,-0.132832995773645,-1.3719681673003,-0.0143736106074931,-0.89638150285359,-0.583222786746497,-0.450136550953533,-0.23871749273312,-0.2754256506082,-1.02744134440214,-1.28519298784251,-1.60871248258692,-0.17348797088416,-0.211707390738809,-0.04601154156244,-0.31085889700906,-0.074390527496628
"38",83,-0.080403084552216,-0.032833269677132,-0.284673166228297,-0.580392139294663,0.185432274771786,-0.142802613130651,-0.111398744339498,0.196995595771205,0.096762320717002,0.02425078067269,-0.0406464498229641,0.671203105486663,0.099429884580423,0.02132683870286,0.156104243520464,0.043513778539188,0.102725637579591,0.19756476311341,-0.00842391403258302
"39",85,-0.019019461451374,0.248743268282546,-0.069351511943819,-0.06448129668936,-0.534960757950829,0.00742890226042903,-0.650436738706058,-0.17586556158417,-0.147130728898515,-0.069347700777961,-0.097012392486615,-0.48450201775594,-0.279895906506433,-0.275317821699813,-0.088853277533675,-0.059908396093449,-0.140141613001094,-0.365738852941037,0.046238229833529
"40",87,0.118199144919741,0.457892900581653,-0.062597952196518,-0.018352533902585,-0.026667164988956,0.020922939295545,-0.15156223984698,0.23696203544708,-0.352007279912577,-0.0158291245476879,-0.0681965232452584,-0.714123674627513,-0.052349849859684,-0.250686386284399,-0.10610682334544,0.065131423572603,0.08702267840543,-0.128457903381459,-0.039597672416508
"41",89,0.100546183947238,0.330626304551688,-0.067182917572166,-0.05480579624113,-0.243679416721909,0.106808211735213,-0.0154822794798646,0.19181652152256,-0.436464323323335,-0.042227953011322,-0.039014340928751,0.324330471939043,-0.210510689252895,0.00931348634567097,-0.07092769127323,-0.077680630503312,0.282009033638854,0.0725035058441796,-0.01236476068108
"42",91,0.074663812214784,0.13284026698127,-0.180663437633347,-0.215579023824727,0.0563637808055,0.047701350124866,0.29261620947587,0.696919093241844,-0.373792958037854,0.033623133347861,0.13710999881573,0.371014913087223,-0.247212307453864,0.100932844813338,0.176716855210226,-0.005593273210451,-0.16330558944046,0.540219742365046,0.041360868361067
