"","region_idx","Lamp5","Pax6","Vip","Sncg","Lamp5 Lhx6","L5 ET","L5/6 NP","L6 CT","L6b","Astro","VLMC","Endo","Micro/PVM","Oligo","OPC","L2/3 IT","L6 IT Car3","L4 IT","L6 IT","L5 IT","Chandelier","Pvalb","Sst","Sst Chodl"
"1",1,1.09196193113228,-1.11226979966373,0.591420574932205,0.199295058591356,1.35296951583362,-0.880955253342964,0.38643085868765,-0.947549943149786,-0.194972070960856,4.56146376747105,-0.700620805984537,2.2860889827219,-1.11797186129998,-0.316915298396603,-0.937918471260691,-0.212757254711518,1.60539816363152,0.393087769765561,-1.09826387657939,-1.09051116077116,-0.8725962344837,0.321036054580976,0.0168938314029946,-0.822521177506954
"2",2,-1.1240416937657,3.59548276992481,-0.0951213643111566,-0.155037347418062,-0.99606080456967,-0.021501280380511,-1.17844106765093,1.45264633211126,-1.05281853174218,0.128654062158418,0.828394487242761,-1.20935399302689,-0.181396406938578,1.00367694914778,4.45755986792546,-1.21003059080852,0.729285050244755,0.14289482175859,-1.09826387657939,-1.09051116077116,-0.685455261571643,-1.08715030803142,-0.982462009583932,-0.822521177506954
"3",3,-1.1240416937657,1.17701438429429,-0.510907017795428,-0.010668609100925,-0.99606080456967,-0.665098729381443,-1.17844106765093,1.97696766981976,-1.05281853174218,3.05631641630826,-1.05489553574991,-0.955025805585933,-0.664006096014471,0.482271645410209,-0.0702466294821911,0.764078993328781,0.595577671641928,-0.832044623426821,1.02463678710567,-1.09051116077116,0.685906181448959,0.0314222077453376,-0.696281670829226,-0.250185009508945
"4",4,-1.1240416937657,1.9119110749695,0.245067676847928,-0.612164635420744,1.16954376065852,1.00983864289775,-1.17844106765093,0.577152124759188,-0.829653991292857,1.17383050881727,-0.822843492727194,-1.20935399302689,1.25575839780181,0.307458806894077,-0.378245523117041,1.12935181591992,-0.705142613155959,-0.380892339986177,-1.09826387657939,-1.09051116077116,1.14563770438668,-1.08715030803142,-0.0453994279689184,-0.61170038424323
"5",5,0.872262134380794,0.413098417359032,-1.01084773080821,-0.137512278846285,-0.543466607648133,1.38674266397498,1.33531562250751,-0.947549943149786,1.10893714130715,-0.915058011609428,-1.05489553574991,-0.457549788386213,-0.612598315535644,-0.279349369654669,-0.660058761383837,0.105126543179331,-0.705142613155959,-0.832044623426821,0.836826805549184,1.09852777659077,0.655640669567257,-0.97182081696292,0.557704353181546,0.0462703330609131
"6",7,-1.1240416937657,-0.369297406420182,-1.05830546037275,0.299967854486388,1.44670647793435,-0.880955253342964,-0.462743272382142,-0.169153212944215,-0.903088578555565,2.03462531019916,0.591649848483042,-1.20935399302689,-0.647273654716369,1.01543399607637,0.68747153054269,1.11587109007907,-0.705142613155959,-0.569736382345143,-0.868872342782775,0.588882406082824,-0.188074478782482,0.342197270653479,0.588281380096425,-0.664777088107339
"7",8,-1.1240416937657,-0.560863746738822,0.00839275838555404,0.904091853750857,1.28878855766558,-0.880955253342964,-1.00724338006797,0.144863545862109,-0.733225312752973,1.14777002592151,-0.636237879216304,-1.1637416408314,-0.234564520801593,-0.356349200442483,-0.597690119559658,2.05186830819894,-0.705142613155959,-0.702351404727223,-1.09826387657939,0.544803547541749,-0.104057578919546,-0.569728513024509,2.19771671932806,0.183340459353537
"8",9,-0.517157169388253,2.76477992656091,1.11910387938051,0.180201225685284,0.408979853354639,0.15777125851489,0.120392843969089,-0.846740323785433,-0.759751013024296,-0.20744634706837,-0.10118404780726,0.794383282744371,-0.960889908249156,-0.383994417555648,-0.507329087805424,0.386058262298134,-0.61099966491167,0.0770302989964081,-0.741461116346851,-0.280370590008539,-0.8725962344837,1.60690735288794,-0.407810524554173,-0.698543795601275
"9",10,0.381090016405158,-0.0829729060839784,0.741570896954619,0.974992629418518,0.360229441043348,-0.880955253342964,1.98772214457787,-0.76593800026936,0.939922274118413,-0.331628874408008,0.326916443680628,0.350333650533326,-0.668262452271419,-0.768484723009904,-0.83444754091823,0.36810283082283,0.0464346381649521,-0.3219468505079,-1.03547953412116,1.06701449796506,-0.526805231931886,-0.163327837145885,1.1232466620796,-0.253285999577609
"10",11,-0.264749571620844,1.24003980743404,-0.333916929683332,0.485561383535726,-0.438322713741783,-0.547061030521687,-0.37901217155137,-0.533536181944451,0.0118617328383124,0.87420822066877,0.4404402505187,-0.606816198297005,-0.649546941551083,-0.349754255407647,0.647510755451078,1.82907054055251,-0.705142613155959,-0.666639725991197,-0.896493513472543,-0.0737111724926657,0.0969564202745607,-0.434948513174966,0.129895476058079,-0.477032531241586
"11",12,0.371654986708404,1.42586299303648,-0.152190874845677,0.90909215262972,-0.593941789014241,-0.197340932517625,-0.0573076379877671,-0.408468221413208,-0.772711300468967,0.144184293548557,0.0795653867534782,-0.762794000284102,-0.490876764754865,-0.0502922706174561,1.79234857397366,0.765500672935862,-0.0181327489479071,-0.506218143232876,-0.788405650953612,-0.468234943162297,-0.475607855270958,0.0778362181921082,0.238762380606116,-0.478125780647593
"12",13,0.0986923172202586,0.292670257314109,-0.255779623582011,0.513273042534153,-0.346766090303724,0.0341785544723464,-0.699854689724685,-0.272183435390864,-0.119664731697907,0.274052699292643,-0.56952414024262,0.137663536467254,-0.531394692828229,-0.387523126426494,0.366950738313455,0.990312189518129,-0.290213284554818,-0.647652681882988,0.357288950904507,0.165914595796825,-0.309191489994829,0.149519478743112,-0.652680464690171,-0.097351346944327
"13",14,1.13840074335433,-0.110882384600798,-0.533879614430309,-0.3175404704797,0.222845769908715,1.35190753353836,0.836872041014359,-0.558942656457463,-1.05281853174218,-0.749670242760553,-1.05489553574991,0.0437949067586026,0.9475786561571,-0.384370232338414,0.249821037191873,-1.21003059080852,-0.57026391685958,-0.408326252349358,-0.122547957515264,1.82666786473187,-0.355138375307636,0.973066359872599,0.329580032078704,-0.295099001223723
"14",15,-0.889512214105267,-0.331836249189758,0.5776439651684,-0.31580575914607,1.18479825914193,1.14174509401718,-0.579072397027091,-0.443330840257213,-0.558833720574073,-0.674134175434047,-0.29701655212069,-0.344374810097726,-0.0726463494921251,-0.478926323296574,0.952918562694302,-0.97946336264886,-0.0873596677552865,-0.440795205052288,0.916210190048831,1.07578437862119,-0.722563769964451,0.130657925279014,-0.93768933829611,0.209795681140045
"15",16,-1.1240416937657,0.32453860246724,-0.0928384183338035,0.721586835920191,3.35703264922047,-0.21048755092585,-0.208286464255619,-0.947549943149786,0.0459708159331683,-0.528480014100137,-0.239093467151877,-0.435053123182157,-0.86861511122207,-0.396019568266096,-0.809898562586351,1.16487686901614,-0.705142613155959,-0.251384625638736,-0.133530577037881,0.625610446207301,0.399463425058921,0.0361136336371216,-0.731822964033083,-0.477473784184932
"16",17,-0.403451008326884,1.0191280608168,1.18245742011048,-0.651199133932605,-0.82410534460747,2.55615297937816,-0.739556473600608,0.879246815950402,-0.789479582201554,-0.59864519346165,0.159965338460545,1.55912126235116,-0.111692972276969,-0.828387259899436,0.226860528813733,-0.935278010041889,-0.705142613155959,-0.78041479468562,1.90301272860666,-0.358124893328548,-0.200187514380156,-0.824808483458266,-0.982462009583932,-0.382140773577071
"17",18,-1.1240416937657,1.82694200794194,-1.20178123548913,-0.388072846817318,0.103996642372178,1.10721827362916,-1.17844106765093,-0.0181459039411035,-0.347783922966689,0.452830780529807,-1.05489553574991,-0.84644206198235,-1.0057025034782,-0.597664024062945,5.64649099274012,-0.711351546339001,-0.705142613155959,-0.707980916867718,0.126505316140238,-0.687017649167043,-0.585184024554741,-1.08715030803142,-0.982462009583932,0.379278122921297
"18",19,1.05052085325198,-1.11226979966373,-1.20178123548913,-1.01086781517096,-0.99606080456967,-0.880955253342964,-0.360629811211949,0.0393436479776377,1.79613761690472,-0.915058011609428,-0.32568518644104,1.48932973639899,-1.11797186129998,-0.828387259899436,-0.937918471260691,-1.21003059080852,-0.705142613155959,1.07456939058682,-1.09826387657939,1.39146033119303,-0.8725962344837,5.2375858150688,2.60277032727655,-0.822521177506954
"19",21,-0.82484434132221,2.53674444028767,-0.126774741199126,0.103374104813685,-0.43817007755181,-0.8790164841909,-0.427034192313753,-0.947549943149786,2.05848524610584,1.15744314900967,-0.31204782460591,-0.460587566171808,0.0406468893923453,-0.392657318318734,0.700760530106412,0.257493395665245,-0.61897392036356,-0.810401592790251,0.0527426222160087,0.32292936740031,0.744341538427049,-0.977685021695115,0.195139024422015,0.732224942167061
"20",23,1.18713987378645,-0.24357931202123,-0.622932035219902,0.997923484506594,-0.332251481778418,-0.304280749708153,0.586435424778096,-0.947549943149786,2.79789299343817,-0.817964801972573,0.343535705063993,-0.298721341031831,-0.601387219853482,0.723424495615463,-0.937918471260691,0.323528920796644,-0.288552796464204,-0.832044623426821,1.34553188275794,1.38653282232444,-0.473776720019496,-1.08715030803142,-0.690164880193145,-0.130658893437524
"21",24,-0.994598596930026,1.45793376402749,-0.881296681087316,-0.0741002728964945,-0.656177834355576,-0.880955253342964,-0.208188181043304,-0.947549943149786,1.7077525280702,0.714845145364158,-0.351583642210259,0.28923247691334,0.53776502367469,0.720482913570106,-0.457350381409615,1.09979828689811,-0.577481229227326,-0.832044623426821,1.52103951181465,-0.655307342500056,0.389806027122195,0.917785914856244,0.45052235662741,-0.0763751768465933
"22",25,-0.326069736852722,1.60195071537769,1.50100488950569,-0.715046425784822,-0.711914004813146,0.215338437058701,-0.903888362992729,0.669431604963609,-1.02675490661349,-0.0386306084986283,-0.759526028899139,0.818969858489525,1.15409306818812,-0.828387259899436,1.42750971889164,0.178095282191791,-0.705142613155959,-0.622959921586578,-0.62503969148488,-0.389432899798765,-0.0543355529902818,0.582425393065245,-0.424472296764369,-0.437602868183764
"23",27,-0.560181827607656,-0.994240201593579,0.855174605300436,0.34059589305282,0.17294594804178,0.0442784395237167,0.0983765988031435,-0.415390026920721,0.801148132059728,-0.523960276824271,-0.0893666390942578,1.16268612964718,-0.515286406142447,-0.744856914428591,-0.628458218687043,-0.0220195191100742,-0.268889079897515,-0.248003911413529,0.945512357019264,0.213770422880641,-0.602913676945089,1.37364940561793,-0.296443367028993,-0.500646247983939
